question,uid,topical_hit
What abnormality is present according to the report?,784,True
Is there any effusion?,784,True
Is there any atelectasis?,784,True
What are the key findings in this chest X-ray report?,785,True
What abnormality is present according to the report?,785,True
Is the heart size normal?,785,True
What are the key findings in this chest X-ray report?,786,True
What abnormality is present according to the report?,786,True
What are the key findings in this chest X-ray report?,787,True
What abnormality is present according to the report?,787,True
Is the heart size normal?,787,True
What are the key findings in this chest X-ray report?,788,True
What abnormality is present according to the report?,788,True
What are the key findings in this chest X-ray report?,790,True
What abnormality is present according to the report?,790,True
What are the key findings in this chest X-ray report?,791,True
What abnormality is present according to the report?,791,True
What are the key findings in this chest X-ray report?,792,True
What abnormality is present according to the report?,792,True
Is the heart size normal?,792,True
What are the key findings in this chest X-ray report?,793,True
What abnormality is present according to the report?,793,True
Is the heart size normal?,793,True
What are the key findings in this chest X-ray report?,794,True
What abnormality is present according to the report?,794,True
Is the heart size normal?,794,True
What are the key findings in this chest X-ray report?,795,True
What abnormality is present according to the report?,795,True
Is the heart size normal?,795,True
What are the key findings in this chest X-ray report?,796,True
What abnormality is present according to the report?,796,True
Is the heart size normal?,796,True
What are the key findings in this chest X-ray report?,797,True
What abnormality is present according to the report?,797,True
Is there any cardiomegaly?,797,True
What are the key findings in this chest X-ray report?,798,True
What abnormality is present according to the report?,798,True
Is the heart size normal?,798,True
What are the key findings in this chest X-ray report?,799,True
What abnormality is present according to the report?,799,True
Is the heart size normal?,799,True
What are the key findings in this chest X-ray report?,800,True
What abnormality is present according to the report?,800,True
Is there any cardiomegaly?,800,True
What are the key findings in this chest X-ray report?,801,True
What abnormality is present according to the report?,801,True
Is the heart size normal?,801,True
What are the key findings in this chest X-ray report?,802,True
What abnormality is present according to the report?,802,True
Is there any cardiomegaly?,802,True
Is there any edema?,802,True
What are the key findings in this chest X-ray report?,803,True
What abnormality is present according to the report?,803,True
What are the key findings in this chest X-ray report?,804,True
What abnormality is present according to the report?,804,True
Is there any opacity?,804,True
Is there any edema?,804,True
What are the key findings in this chest X-ray report?,805,True
What abnormality is present according to the report?,805,True
What are the key findings in this chest X-ray report?,806,True
What abnormality is present according to the report?,806,True
Is there any cardiomegaly?,806,True
What are the key findings in this chest X-ray report?,808,True
What abnormality is present according to the report?,808,True
Is there any atelectasis?,808,True
What are the key findings in this chest X-ray report?,809,True
What abnormality is present according to the report?,809,True
What are the key findings in this chest X-ray report?,810,True
What abnormality is present according to the report?,810,True
What are the key findings in this chest X-ray report?,811,True
What abnormality is present according to the report?,811,True
What are the key findings in this chest X-ray report?,812,True
What abnormality is present according to the report?,812,True
What are the key findings in this chest X-ray report?,813,True
What abnormality is present according to the report?,813,True
Is there any atelectasis?,813,True
What are the key findings in this chest X-ray report?,814,True
What abnormality is present according to the report?,814,True
What are the key findings in this chest X-ray report?,815,True
What abnormality is present according to the report?,815,True
Is the heart size normal?,815,True
What are the key findings in this chest X-ray report?,817,True
What abnormality is present according to the report?,817,True
Is there any opacity?,817,True
Is there any atelectasis?,817,True
What are the key findings in this chest X-ray report?,818,True
What abnormality is present according to the report?,818,True
What are the key findings in this chest X-ray report?,819,True
What abnormality is present according to the report?,819,True
What are the key findings in this chest X-ray report?,820,True
What abnormality is present according to the report?,820,True
What are the key findings in this chest X-ray report?,821,True
What abnormality is present according to the report?,821,True
What are the key findings in this chest X-ray report?,822,True
What abnormality is present according to the report?,822,True
Is there any opacity?,822,True
Is there any atelectasis?,822,True
What are the key findings in this chest X-ray report?,824,True
What abnormality is present according to the report?,824,True
What are the key findings in this chest X-ray report?,825,True
What abnormality is present according to the report?,825,True
Is there any cardiomegaly?,825,True
Is there any atelectasis?,825,True
What are the key findings in this chest X-ray report?,826,True
What abnormality is present according to the report?,826,True
Is the heart size normal?,826,True
What are the key findings in this chest X-ray report?,827,True
What abnormality is present according to the report?,827,True
What are the key findings in this chest X-ray report?,828,True
What abnormality is present according to the report?,828,True
Is there any opacity?,828,True
Is there any atelectasis?,828,True
What are the key findings in this chest X-ray report?,829,True
What abnormality is present according to the report?,829,True
Is the heart size normal?,829,True
What are the key findings in this chest X-ray report?,830,True
What abnormality is present according to the report?,830,True
Is there any effusion?,830,True
Is there any pneumothorax?,830,True
What are the key findings in this chest X-ray report?,831,True
What abnormality is present according to the report?,831,True
What are the key findings in this chest X-ray report?,832,True
What abnormality is present according to the report?,832,True
What are the key findings in this chest X-ray report?,833,True
What abnormality is present according to the report?,833,True
Is the heart size normal?,833,True
What are the key findings in this chest X-ray report?,834,True
What abnormality is present according to the report?,834,True
What are the key findings in this chest X-ray report?,835,True
What abnormality is present according to the report?,835,True
What are the key findings in this chest X-ray report?,836,True
What abnormality is present according to the report?,836,True
What are the key findings in this chest X-ray report?,837,True
What abnormality is present according to the report?,837,True
What are the key findings in this chest X-ray report?,838,True
What abnormality is present according to the report?,838,True
What are the key findings in this chest X-ray report?,839,True
What abnormality is present according to the report?,839,True
Is the heart size normal?,839,True
What are the key findings in this chest X-ray report?,840,True
What abnormality is present according to the report?,840,True
Is there any pneumothorax?,840,True
Is there any atelectasis?,840,True
What are the key findings in this chest X-ray report?,841,True
What abnormality is present according to the report?,841,True
What are the key findings in this chest X-ray report?,842,True
What abnormality is present according to the report?,842,True
Is the heart size normal?,842,True
What are the key findings in this chest X-ray report?,843,True
What abnormality is present according to the report?,843,True
What are the key findings in this chest X-ray report?,844,True
What abnormality is present according to the report?,844,True
Is the heart size normal?,844,True
What are the key findings in this chest X-ray report?,845,True
What abnormality is present according to the report?,845,True
Is there any atelectasis?,845,True
What are the key findings in this chest X-ray report?,846,True
What abnormality is present according to the report?,846,True
What are the key findings in this chest X-ray report?,847,True
What abnormality is present according to the report?,847,True
Is there any cardiomegaly?,847,True
What are the key findings in this chest X-ray report?,849,True
What abnormality is present according to the report?,849,True
What are the key findings in this chest X-ray report?,850,True
What abnormality is present according to the report?,850,True
Is the heart size normal?,850,True
What are the key findings in this chest X-ray report?,851,True
What abnormality is present according to the report?,851,True
Is there any atelectasis?,851,True
What are the key findings in this chest X-ray report?,853,True
What abnormality is present according to the report?,853,True
Is the heart size normal?,853,True
What are the key findings in this chest X-ray report?,854,True
What abnormality is present according to the report?,854,True
What are the key findings in this chest X-ray report?,855,True
What abnormality is present according to the report?,855,True
What are the key findings in this chest X-ray report?,856,True
What abnormality is present according to the report?,856,True
Is there any cardiomegaly?,856,True
Is there any opacity?,856,True
What are the key findings in this chest X-ray report?,857,True
What abnormality is present according to the report?,857,True
Is the heart size normal?,857,True
What are the key findings in this chest X-ray report?,858,True
What abnormality is present according to the report?,858,True
What are the key findings in this chest X-ray report?,859,True
What abnormality is present according to the report?,859,True
Is there any opacity?,859,True
Is there any atelectasis?,859,True
What are the key findings in this chest X-ray report?,860,True
What abnormality is present according to the report?,860,True
What are the key findings in this chest X-ray report?,861,True
What abnormality is present according to the report?,861,True
What are the key findings in this chest X-ray report?,862,True
What abnormality is present according to the report?,862,True
What are the key findings in this chest X-ray report?,863,True
What abnormality is present according to the report?,863,True
Is the heart size normal?,863,True
What are the key findings in this chest X-ray report?,864,True
What abnormality is present according to the report?,864,True
What are the key findings in this chest X-ray report?,865,True
What abnormality is present according to the report?,865,True
Is the heart size normal?,865,True
What are the key findings in this chest X-ray report?,866,True
What abnormality is present according to the report?,866,True
Is the heart size normal?,866,True
What are the key findings in this chest X-ray report?,867,True
What abnormality is present according to the report?,867,True
What are the key findings in this chest X-ray report?,868,True
What abnormality is present according to the report?,868,True
Is there any opacity?,868,True
What are the key findings in this chest X-ray report?,869,True
What abnormality is present according to the report?,869,True
Is the heart size normal?,869,True
What are the key findings in this chest X-ray report?,870,True
What abnormality is present according to the report?,870,True
What are the key findings in this chest X-ray report?,871,True
What abnormality is present according to the report?,871,True
Is the heart size normal?,871,True
What are the key findings in this chest X-ray report?,872,True
What abnormality is present according to the report?,872,True
What are the key findings in this chest X-ray report?,874,True
What abnormality is present according to the report?,874,True
What are the key findings in this chest X-ray report?,875,True
What abnormality is present according to the report?,875,True
What are the key findings in this chest X-ray report?,877,True
What abnormality is present according to the report?,877,True
What are the key findings in this chest X-ray report?,878,True
What abnormality is present according to the report?,878,True
What are the key findings in this chest X-ray report?,879,True
What abnormality is present according to the report?,879,True
Is the heart size normal?,879,True
What are the key findings in this chest X-ray report?,880,True
What abnormality is present according to the report?,880,True
What are the key findings in this chest X-ray report?,881,True
What abnormality is present according to the report?,881,True
Is the heart size normal?,881,True
What are the key findings in this chest X-ray report?,882,True
What abnormality is present according to the report?,882,True
Is the heart size normal?,882,True
What are the key findings in this chest X-ray report?,883,True
What abnormality is present according to the report?,883,True
Is the heart size normal?,883,True
What are the key findings in this chest X-ray report?,884,True
What abnormality is present according to the report?,884,True
What are the key findings in this chest X-ray report?,885,True
What abnormality is present according to the report?,885,True
What are the key findings in this chest X-ray report?,886,True
What abnormality is present according to the report?,886,True
Is the heart size normal?,886,True
What are the key findings in this chest X-ray report?,887,True
What abnormality is present according to the report?,887,True
Is the heart size normal?,887,True
What are the key findings in this chest X-ray report?,888,True
What abnormality is present according to the report?,888,True
Is the heart size normal?,888,True
What are the key findings in this chest X-ray report?,889,True
What abnormality is present according to the report?,889,True
Is the heart size normal?,889,True
What are the key findings in this chest X-ray report?,890,True
What abnormality is present according to the report?,890,True
What are the key findings in this chest X-ray report?,891,True
What abnormality is present according to the report?,891,True
Is the heart size normal?,891,True
What are the key findings in this chest X-ray report?,892,True
What abnormality is present according to the report?,892,True
What are the key findings in this chest X-ray report?,893,True
What abnormality is present according to the report?,893,True
Is the heart size normal?,893,True
What are the key findings in this chest X-ray report?,896,True
What abnormality is present according to the report?,896,True
Is the heart size normal?,896,True
What are the key findings in this chest X-ray report?,897,True
What abnormality is present according to the report?,897,True
Is there any opacity?,897,True
What are the key findings in this chest X-ray report?,899,True
What abnormality is present according to the report?,899,True
Is the heart size normal?,899,True
What are the key findings in this chest X-ray report?,900,True
What abnormality is present according to the report?,900,True
What are the key findings in this chest X-ray report?,901,True
What abnormality is present according to the report?,901,True
Is there any cardiomegaly?,901,True
What are the key findings in this chest X-ray report?,902,True
What abnormality is present according to the report?,902,True
What are the key findings in this chest X-ray report?,903,True
What abnormality is present according to the report?,903,True
What are the key findings in this chest X-ray report?,904,True
What abnormality is present according to the report?,904,True
What are the key findings in this chest X-ray report?,905,True
What abnormality is present according to the report?,905,True
Is the heart size normal?,905,True
What are the key findings in this chest X-ray report?,906,True
What abnormality is present according to the report?,906,True
Is there any cardiomegaly?,906,True
What are the key findings in this chest X-ray report?,907,True
What abnormality is present according to the report?,907,True
What are the key findings in this chest X-ray report?,908,True
What abnormality is present according to the report?,908,True
What are the key findings in this chest X-ray report?,909,True
What abnormality is present according to the report?,909,True
Is the heart size normal?,909,True
What are the key findings in this chest X-ray report?,910,True
What abnormality is present according to the report?,910,True
Is there any cardiomegaly?,910,True
What are the key findings in this chest X-ray report?,911,True
What abnormality is present according to the report?,911,True
Is the heart size normal?,911,True
What are the key findings in this chest X-ray report?,912,True
What abnormality is present according to the report?,912,True
Is the heart size normal?,912,True
What are the key findings in this chest X-ray report?,913,True
What abnormality is present according to the report?,913,True
Is the heart size normal?,913,True
What are the key findings in this chest X-ray report?,914,True
What abnormality is present according to the report?,914,True
What are the key findings in this chest X-ray report?,915,True
What abnormality is present according to the report?,915,True
What are the key findings in this chest X-ray report?,916,True
What abnormality is present according to the report?,916,True
What are the key findings in this chest X-ray report?,917,True
What abnormality is present according to the report?,917,True
What are the key findings in this chest X-ray report?,918,True
What abnormality is present according to the report?,918,True
Is the heart size normal?,918,True
What are the key findings in this chest X-ray report?,919,True
What abnormality is present according to the report?,919,True
What are the key findings in this chest X-ray report?,920,True
What abnormality is present according to the report?,920,True
Is the heart size normal?,920,True
What are the key findings in this chest X-ray report?,921,True
What abnormality is present according to the report?,921,True
Is the heart size normal?,921,True
What are the key findings in this chest X-ray report?,922,True
What abnormality is present according to the report?,922,True
Is there any cardiomegaly?,922,True
What are the key findings in this chest X-ray report?,923,True
What abnormality is present according to the report?,923,True
What are the key findings in this chest X-ray report?,925,True
What abnormality is present according to the report?,925,True
Is there any cardiomegaly?,925,True
Is there any edema?,925,True
What are the key findings in this chest X-ray report?,926,True
What abnormality is present according to the report?,926,True
Is the heart size normal?,926,True
What are the key findings in this chest X-ray report?,927,True
What abnormality is present according to the report?,927,True
What are the key findings in this chest X-ray report?,928,True
What abnormality is present according to the report?,928,True
Is the heart size normal?,928,True
What are the key findings in this chest X-ray report?,929,True
What abnormality is present according to the report?,929,True
Is there any opacity?,929,True
Is there any atelectasis?,929,True
What are the key findings in this chest X-ray report?,930,True
What abnormality is present according to the report?,930,True
What are the key findings in this chest X-ray report?,931,True
What abnormality is present according to the report?,931,True
Is the heart size normal?,931,True
What are the key findings in this chest X-ray report?,932,True
What abnormality is present according to the report?,932,True
Is the heart size normal?,932,True
What are the key findings in this chest X-ray report?,933,True
What abnormality is present according to the report?,933,True
What are the key findings in this chest X-ray report?,934,True
What abnormality is present according to the report?,934,True
Is there any opacity?,934,True
Is there any edema?,934,True
What are the key findings in this chest X-ray report?,935,True
What abnormality is present according to the report?,935,True
Is the heart size normal?,935,True
What are the key findings in this chest X-ray report?,936,True
What abnormality is present according to the report?,936,True
Is the heart size normal?,936,True
What are the key findings in this chest X-ray report?,937,True
What abnormality is present according to the report?,937,True
Is the heart size normal?,937,True
What are the key findings in this chest X-ray report?,938,True
What abnormality is present according to the report?,938,True
What are the key findings in this chest X-ray report?,939,True
What abnormality is present according to the report?,939,True
Is the heart size normal?,939,True
What are the key findings in this chest X-ray report?,940,True
What abnormality is present according to the report?,940,True
Is the heart size normal?,940,True
What are the key findings in this chest X-ray report?,941,True
What abnormality is present according to the report?,941,True
Is the heart size normal?,941,True
What are the key findings in this chest X-ray report?,942,True
What abnormality is present according to the report?,942,True
What are the key findings in this chest X-ray report?,943,True
What abnormality is present according to the report?,943,True
Is the heart size normal?,943,True
What are the key findings in this chest X-ray report?,944,True
What abnormality is present according to the report?,944,True
What are the key findings in this chest X-ray report?,945,True
What abnormality is present according to the report?,945,True
Is there any opacity?,945,True
Is there any atelectasis?,945,True
What are the key findings in this chest X-ray report?,946,True
What abnormality is present according to the report?,946,True
Is the heart size normal?,946,True
What are the key findings in this chest X-ray report?,947,True
What abnormality is present according to the report?,947,True
Is the heart size normal?,947,True
What are the key findings in this chest X-ray report?,948,True
What abnormality is present according to the report?,948,True
Is there any cardiomegaly?,948,True
What are the key findings in this chest X-ray report?,949,True
What abnormality is present according to the report?,949,True
What are the key findings in this chest X-ray report?,950,True
What abnormality is present according to the report?,950,True
Is the heart size normal?,950,True
What are the key findings in this chest X-ray report?,951,True
What abnormality is present according to the report?,951,True
Is the heart size normal?,951,True
What are the key findings in this chest X-ray report?,952,True
What abnormality is present according to the report?,952,True
Is there any opacity?,952,True
Is there any atelectasis?,952,True
What are the key findings in this chest X-ray report?,953,True
What abnormality is present according to the report?,953,True
Is there any cardiomegaly?,953,True
What are the key findings in this chest X-ray report?,954,True
What abnormality is present according to the report?,954,True
What are the key findings in this chest X-ray report?,955,True
What abnormality is present according to the report?,955,True
What are the key findings in this chest X-ray report?,956,True
What abnormality is present according to the report?,956,True
Is there any cardiomegaly?,956,True
What are the key findings in this chest X-ray report?,957,True
What abnormality is present according to the report?,957,True
What are the key findings in this chest X-ray report?,958,True
What abnormality is present according to the report?,958,True
Is the heart size normal?,958,True
What are the key findings in this chest X-ray report?,959,True
What abnormality is present according to the report?,959,True
What are the key findings in this chest X-ray report?,960,True
What abnormality is present according to the report?,960,True
What are the key findings in this chest X-ray report?,961,True
What abnormality is present according to the report?,961,True
Is there any opacity?,961,True
What are the key findings in this chest X-ray report?,962,True
What abnormality is present according to the report?,962,True
Is the heart size normal?,962,True
What are the key findings in this chest X-ray report?,963,True
What abnormality is present according to the report?,963,True
What are the key findings in this chest X-ray report?,964,True
What abnormality is present according to the report?,964,True
Is the heart size normal?,964,True
What are the key findings in this chest X-ray report?,965,True
What abnormality is present according to the report?,965,True
Is the heart size normal?,965,True
What are the key findings in this chest X-ray report?,966,True
What abnormality is present according to the report?,966,True
Is there any atelectasis?,966,True
What are the key findings in this chest X-ray report?,967,True
What abnormality is present according to the report?,967,True
Is the heart size normal?,967,True
What are the key findings in this chest X-ray report?,968,True
What abnormality is present according to the report?,968,True
Is the heart size normal?,968,True
What are the key findings in this chest X-ray report?,969,True
What abnormality is present according to the report?,969,True
What are the key findings in this chest X-ray report?,970,True
What abnormality is present according to the report?,970,True
Is the heart size normal?,970,True
What are the key findings in this chest X-ray report?,971,True
What abnormality is present according to the report?,971,True
Is the heart size normal?,971,True
What are the key findings in this chest X-ray report?,972,True
What abnormality is present according to the report?,972,True
Is there any opacity?,972,True
Is there any atelectasis?,972,True
What are the key findings in this chest X-ray report?,973,True
What abnormality is present according to the report?,973,True
What are the key findings in this chest X-ray report?,974,True
What abnormality is present according to the report?,974,True
What are the key findings in this chest X-ray report?,975,True
What abnormality is present according to the report?,975,True
What are the key findings in this chest X-ray report?,976,True
What abnormality is present according to the report?,976,True
What are the key findings in this chest X-ray report?,977,True
What abnormality is present according to the report?,977,True
Is the heart size normal?,977,True
What are the key findings in this chest X-ray report?,978,True
What abnormality is present according to the report?,978,True
Is there any cardiomegaly?,978,True
Is there any effusion?,978,True
What are the key findings in this chest X-ray report?,979,True
What abnormality is present according to the report?,979,True
What are the key findings in this chest X-ray report?,980,True
What abnormality is present according to the report?,980,True
Is the heart size normal?,980,True
What are the key findings in this chest X-ray report?,981,True
What abnormality is present according to the report?,981,True
Is there any cardiomegaly?,981,True
What are the key findings in this chest X-ray report?,982,True
What abnormality is present according to the report?,982,True
Is the heart size normal?,982,True
What are the key findings in this chest X-ray report?,983,True
What abnormality is present according to the report?,983,True
Is there any opacity?,983,True
What are the key findings in this chest X-ray report?,984,True
What abnormality is present according to the report?,984,True
Is there any opacity?,984,True
Is there any atelectasis?,984,True
What are the key findings in this chest X-ray report?,985,True
What abnormality is present according to the report?,985,True
Is the heart size normal?,985,True
What are the key findings in this chest X-ray report?,986,True
What abnormality is present according to the report?,986,True
Is the heart size normal?,986,True
What are the key findings in this chest X-ray report?,987,True
What abnormality is present according to the report?,987,True
What are the key findings in this chest X-ray report?,988,True
What abnormality is present according to the report?,988,True
Is the heart size normal?,988,True
What are the key findings in this chest X-ray report?,989,True
What abnormality is present according to the report?,989,True
What are the key findings in this chest X-ray report?,990,True
What abnormality is present according to the report?,990,True
Is the heart size normal?,990,True
What are the key findings in this chest X-ray report?,991,True
What abnormality is present according to the report?,991,True
Is there any opacity?,991,True
What are the key findings in this chest X-ray report?,992,True
What abnormality is present according to the report?,992,True
What are the key findings in this chest X-ray report?,993,True
What abnormality is present according to the report?,993,True
Is the heart size normal?,993,True
What are the key findings in this chest X-ray report?,994,True
What abnormality is present according to the report?,994,True
Is the heart size normal?,994,True
What are the key findings in this chest X-ray report?,995,True
What abnormality is present according to the report?,995,True
What are the key findings in this chest X-ray report?,996,True
What abnormality is present according to the report?,996,True
Is the heart size normal?,996,True
What are the key findings in this chest X-ray report?,997,True
What abnormality is present according to the report?,997,True
What are the key findings in this chest X-ray report?,998,True
What abnormality is present according to the report?,998,True
What are the key findings in this chest X-ray report?,999,True
What abnormality is present according to the report?,999,True
Is the heart size normal?,999,True
What are the key findings in this chest X-ray report?,1000,True
What abnormality is present according to the report?,1000,True
Is there any opacity?,1000,True
Is there any atelectasis?,1000,True
What are the key findings in this chest X-ray report?,1001,True
What abnormality is present according to the report?,1001,True
What are the key findings in this chest X-ray report?,1002,True
What abnormality is present according to the report?,1002,True
What are the key findings in this chest X-ray report?,1003,True
What abnormality is present according to the report?,1003,True
Is there any opacity?,1003,True
What are the key findings in this chest X-ray report?,1004,True
What abnormality is present according to the report?,1004,True
What are the key findings in this chest X-ray report?,1005,True
What abnormality is present according to the report?,1005,True
Is the heart size normal?,1005,True
What are the key findings in this chest X-ray report?,1006,True
What abnormality is present according to the report?,1006,True
Is the heart size normal?,1006,True
What are the key findings in this chest X-ray report?,1007,True
What abnormality is present according to the report?,1007,True
What are the key findings in this chest X-ray report?,1008,True
What abnormality is present according to the report?,1008,True
Is the heart size normal?,1008,True
What are the key findings in this chest X-ray report?,1009,True
What abnormality is present according to the report?,1009,True
Is the heart size normal?,1009,True
What are the key findings in this chest X-ray report?,1010,True
What abnormality is present according to the report?,1010,True
Is the heart size normal?,1010,True
What are the key findings in this chest X-ray report?,1011,True
What abnormality is present according to the report?,1011,True
Is the heart size normal?,1011,True
What are the key findings in this chest X-ray report?,1012,True
What abnormality is present according to the report?,1012,True
Is there any effusion?,1012,True
What are the key findings in this chest X-ray report?,1013,True
What abnormality is present according to the report?,1013,True
Is there any cardiomegaly?,1013,True
What are the key findings in this chest X-ray report?,1014,True
What abnormality is present according to the report?,1014,True
Is there any cardiomegaly?,1014,True
What are the key findings in this chest X-ray report?,1015,True
What abnormality is present according to the report?,1015,True
Is there any opacity?,1015,True
What are the key findings in this chest X-ray report?,1016,True
What abnormality is present according to the report?,1016,True
Is there any effusion?,1016,True
Is there any opacity?,1016,True
Is there any atelectasis?,1016,True
What are the key findings in this chest X-ray report?,1017,True
What abnormality is present according to the report?,1017,True
Is there any atelectasis?,1017,True
What are the key findings in this chest X-ray report?,1018,True
What abnormality is present according to the report?,1018,True
What are the key findings in this chest X-ray report?,1019,True
What abnormality is present according to the report?,1019,True
What are the key findings in this chest X-ray report?,1020,True
What abnormality is present according to the report?,1020,True
What are the key findings in this chest X-ray report?,1021,True
What abnormality is present according to the report?,1021,True
Is there any pneumothorax?,1021,True
Is there any atelectasis?,1021,True
What are the key findings in this chest X-ray report?,1022,True
What abnormality is present according to the report?,1022,True
What are the key findings in this chest X-ray report?,1023,True
What abnormality is present according to the report?,1023,True
What are the key findings in this chest X-ray report?,1024,True
What abnormality is present according to the report?,1024,True
Is the heart size normal?,1024,True
What are the key findings in this chest X-ray report?,1025,True
What abnormality is present according to the report?,1025,True
What are the key findings in this chest X-ray report?,1026,True
What abnormality is present according to the report?,1026,True
Is the heart size normal?,1026,True
What are the key findings in this chest X-ray report?,1027,True
What abnormality is present according to the report?,1027,True
What are the key findings in this chest X-ray report?,1028,True
What abnormality is present according to the report?,1028,True
Is the heart size normal?,1028,True
What are the key findings in this chest X-ray report?,1029,True
What abnormality is present according to the report?,1029,True
What are the key findings in this chest X-ray report?,1030,True
What abnormality is present according to the report?,1030,True
What are the key findings in this chest X-ray report?,1031,True
What abnormality is present according to the report?,1031,True
Is there any cardiomegaly?,1031,True
What are the key findings in this chest X-ray report?,1032,True
What abnormality is present according to the report?,1032,True
What are the key findings in this chest X-ray report?,1033,True
What abnormality is present according to the report?,1033,True
Is there any atelectasis?,1033,True
What are the key findings in this chest X-ray report?,1034,True
What abnormality is present according to the report?,1034,True
What are the key findings in this chest X-ray report?,1035,True
What abnormality is present according to the report?,1035,True
Is there any opacity?,1035,True
What are the key findings in this chest X-ray report?,1036,True
What abnormality is present according to the report?,1036,True
What are the key findings in this chest X-ray report?,1037,True
What abnormality is present according to the report?,1037,True
What are the key findings in this chest X-ray report?,1038,True
What abnormality is present according to the report?,1038,True
Is the heart size normal?,1038,True
What are the key findings in this chest X-ray report?,1039,True
What abnormality is present according to the report?,1039,True
Is the heart size normal?,1039,True
What are the key findings in this chest X-ray report?,1040,True
What abnormality is present according to the report?,1040,True
What are the key findings in this chest X-ray report?,1041,True
What abnormality is present according to the report?,1041,True
What are the key findings in this chest X-ray report?,1042,True
What abnormality is present according to the report?,1042,True
Is the heart size normal?,1042,True
What are the key findings in this chest X-ray report?,1043,True
What abnormality is present according to the report?,1043,True
Is there any effusion?,1043,True
Is there any atelectasis?,1043,True
What are the key findings in this chest X-ray report?,1044,True
What abnormality is present according to the report?,1044,True
What are the key findings in this chest X-ray report?,1045,True
What abnormality is present according to the report?,1045,True
What are the key findings in this chest X-ray report?,1046,True
What abnormality is present according to the report?,1046,True
Is the heart size normal?,1046,True
What are the key findings in this chest X-ray report?,1047,True
What abnormality is present according to the report?,1047,True
Is the heart size normal?,1047,True
What are the key findings in this chest X-ray report?,1048,True
What abnormality is present according to the report?,1048,True
What are the key findings in this chest X-ray report?,1049,True
What abnormality is present according to the report?,1049,True
Is the heart size normal?,1049,True
What are the key findings in this chest X-ray report?,1050,True
What abnormality is present according to the report?,1050,True
What are the key findings in this chest X-ray report?,1051,True
What abnormality is present according to the report?,1051,True
Is the heart size normal?,1051,True
What are the key findings in this chest X-ray report?,1052,True
What abnormality is present according to the report?,1052,True
Is the heart size normal?,1052,True
What are the key findings in this chest X-ray report?,1053,True
What abnormality is present according to the report?,1053,True
Is there any cardiomegaly?,1053,True
Is there any atelectasis?,1053,True
What are the key findings in this chest X-ray report?,1054,True
What abnormality is present according to the report?,1054,True
What are the key findings in this chest X-ray report?,1055,True
What abnormality is present according to the report?,1055,True
Is the heart size normal?,1055,True
What are the key findings in this chest X-ray report?,1056,True
What abnormality is present according to the report?,1056,True
What are the key findings in this chest X-ray report?,1057,True
What abnormality is present according to the report?,1057,True
Is the heart size normal?,1057,True
What are the key findings in this chest X-ray report?,1058,True
What abnormality is present according to the report?,1058,True
What are the key findings in this chest X-ray report?,1059,True
What abnormality is present according to the report?,1059,True
Is there any opacity?,1059,True
What are the key findings in this chest X-ray report?,1060,True
What abnormality is present according to the report?,1060,True
What are the key findings in this chest X-ray report?,1061,True
What abnormality is present according to the report?,1061,True
What are the key findings in this chest X-ray report?,1062,True
What abnormality is present according to the report?,1062,True
What are the key findings in this chest X-ray report?,1063,True
What abnormality is present according to the report?,1063,True
Is there any opacity?,1063,True
Is there any atelectasis?,1063,True
What are the key findings in this chest X-ray report?,1064,True
What abnormality is present according to the report?,1064,True
Is there any opacity?,1064,True
Is there any atelectasis?,1064,True
What are the key findings in this chest X-ray report?,1065,True
What abnormality is present according to the report?,1065,True
What are the key findings in this chest X-ray report?,1066,True
What abnormality is present according to the report?,1066,True
Is the heart size normal?,1066,True
What are the key findings in this chest X-ray report?,1067,True
What abnormality is present according to the report?,1067,True
Is the heart size normal?,1067,True
What are the key findings in this chest X-ray report?,1069,True
What abnormality is present according to the report?,1069,True
What are the key findings in this chest X-ray report?,1070,True
What abnormality is present according to the report?,1070,True
What are the key findings in this chest X-ray report?,1071,True
What abnormality is present according to the report?,1071,True
What are the key findings in this chest X-ray report?,1072,True
What abnormality is present according to the report?,1072,True
What are the key findings in this chest X-ray report?,1073,True
What abnormality is present according to the report?,1073,True
What are the key findings in this chest X-ray report?,1074,True
What abnormality is present according to the report?,1074,True
What are the key findings in this chest X-ray report?,1075,True
What abnormality is present according to the report?,1075,True
Is there any opacity?,1075,True
Is there any atelectasis?,1075,True
What are the key findings in this chest X-ray report?,1076,True
What abnormality is present according to the report?,1076,True
Is there any cardiomegaly?,1076,True
Is there any opacity?,1076,True
What are the key findings in this chest X-ray report?,1077,True
What abnormality is present according to the report?,1077,True
What are the key findings in this chest X-ray report?,1078,True
What abnormality is present according to the report?,1078,True
Is the heart size normal?,1078,True
What are the key findings in this chest X-ray report?,1079,True
What abnormality is present according to the report?,1079,True
Is there any atelectasis?,1079,True
What are the key findings in this chest X-ray report?,1081,True
What abnormality is present according to the report?,1081,True
What are the key findings in this chest X-ray report?,1082,True
What abnormality is present according to the report?,1082,True
Is there any cardiomegaly?,1082,True
What are the key findings in this chest X-ray report?,1083,True
What abnormality is present according to the report?,1083,True
Is the heart size normal?,1083,True
What are the key findings in this chest X-ray report?,1084,True
What abnormality is present according to the report?,1084,True
Is the heart size normal?,1084,True
What are the key findings in this chest X-ray report?,1085,True
What abnormality is present according to the report?,1085,True
Is there any opacity?,1085,True
Is there any atelectasis?,1085,True
What are the key findings in this chest X-ray report?,1086,True
