question,uid,hit
What abnormality is present according to the report?,851,False
Is there any atelectasis?,851,False
What are the key findings in this chest X-ray report?,853,False
What abnormality is present according to the report?,853,False
Is the heart size normal?,853,False
What are the key findings in this chest X-ray report?,854,False
What abnormality is present according to the report?,854,False
What are the key findings in this chest X-ray report?,855,False
What abnormality is present according to the report?,855,False
What are the key findings in this chest X-ray report?,856,False
What abnormality is present according to the report?,856,False
Is there any cardiomegaly?,856,False
Is there any opacity?,856,False
What are the key findings in this chest X-ray report?,857,False
What abnormality is present according to the report?,857,False
Is the heart size normal?,857,False
What are the key findings in this chest X-ray report?,858,False
What abnormality is present according to the report?,858,False
What are the key findings in this chest X-ray report?,859,False
What abnormality is present according to the report?,859,False
Is there any opacity?,859,False
Is there any atelectasis?,859,False
What are the key findings in this chest X-ray report?,860,False
What abnormality is present according to the report?,860,False
What are the key findings in this chest X-ray report?,861,False
What abnormality is present according to the report?,861,False
What are the key findings in this chest X-ray report?,862,False
What abnormality is present according to the report?,862,False
What are the key findings in this chest X-ray report?,863,False
What abnormality is present according to the report?,863,False
Is the heart size normal?,863,False
What are the key findings in this chest X-ray report?,864,False
What abnormality is present according to the report?,864,False
What are the key findings in this chest X-ray report?,865,False
What abnormality is present according to the report?,865,False
Is the heart size normal?,865,False
What are the key findings in this chest X-ray report?,866,False
What abnormality is present according to the report?,866,False
Is the heart size normal?,866,False
What are the key findings in this chest X-ray report?,867,False
What abnormality is present according to the report?,867,False
What are the key findings in this chest X-ray report?,868,False
What abnormality is present according to the report?,868,False
Is there any opacity?,868,False
What are the key findings in this chest X-ray report?,869,False
What abnormality is present according to the report?,869,False
Is the heart size normal?,869,False
What are the key findings in this chest X-ray report?,870,False
What abnormality is present according to the report?,870,False
What are the key findings in this chest X-ray report?,871,False
What abnormality is present according to the report?,871,False
Is the heart size normal?,871,False
What are the key findings in this chest X-ray report?,872,False
What abnormality is present according to the report?,872,False
What are the key findings in this chest X-ray report?,874,False
What abnormality is present according to the report?,874,False
What are the key findings in this chest X-ray report?,875,False
What abnormality is present according to the report?,875,False
What are the key findings in this chest X-ray report?,877,False
What abnormality is present according to the report?,877,False
What are the key findings in this chest X-ray report?,878,False
What abnormality is present according to the report?,878,False
What are the key findings in this chest X-ray report?,879,False
What abnormality is present according to the report?,879,False
Is the heart size normal?,879,False
What are the key findings in this chest X-ray report?,880,False
What abnormality is present according to the report?,880,False
What are the key findings in this chest X-ray report?,881,False
What abnormality is present according to the report?,881,False
Is the heart size normal?,881,False
What are the key findings in this chest X-ray report?,882,False
What abnormality is present according to the report?,882,False
Is the heart size normal?,882,False
What are the key findings in this chest X-ray report?,883,False
What abnormality is present according to the report?,883,False
Is the heart size normal?,883,False
What are the key findings in this chest X-ray report?,884,False
What abnormality is present according to the report?,884,False
What are the key findings in this chest X-ray report?,885,False
What abnormality is present according to the report?,885,False
What are the key findings in this chest X-ray report?,886,False
What abnormality is present according to the report?,886,False
Is the heart size normal?,886,False
What are the key findings in this chest X-ray report?,887,False
What abnormality is present according to the report?,887,False
Is the heart size normal?,887,False
What are the key findings in this chest X-ray report?,888,False
What abnormality is present according to the report?,888,False
Is the heart size normal?,888,False
What are the key findings in this chest X-ray report?,889,False
What abnormality is present according to the report?,889,False
Is the heart size normal?,889,False
What are the key findings in this chest X-ray report?,890,False
What abnormality is present according to the report?,890,False
What are the key findings in this chest X-ray report?,891,False
What abnormality is present according to the report?,891,False
Is the heart size normal?,891,False
What are the key findings in this chest X-ray report?,892,False
What abnormality is present according to the report?,892,False
What are the key findings in this chest X-ray report?,893,False
What abnormality is present according to the report?,893,False
Is the heart size normal?,893,False
What are the key findings in this chest X-ray report?,896,False
What abnormality is present according to the report?,896,False
Is the heart size normal?,896,False
What are the key findings in this chest X-ray report?,897,False
What abnormality is present according to the report?,897,False
Is there any opacity?,897,False
What are the key findings in this chest X-ray report?,899,False
What abnormality is present according to the report?,899,False
Is the heart size normal?,899,False
What are the key findings in this chest X-ray report?,900,False
What abnormality is present according to the report?,900,False
What are the key findings in this chest X-ray report?,901,False
What abnormality is present according to the report?,901,False
Is there any cardiomegaly?,901,False
What are the key findings in this chest X-ray report?,902,False
What abnormality is present according to the report?,902,False
What are the key findings in this chest X-ray report?,903,False
What abnormality is present according to the report?,903,False
What are the key findings in this chest X-ray report?,904,False
What abnormality is present according to the report?,904,False
What are the key findings in this chest X-ray report?,905,False
What abnormality is present according to the report?,905,False
Is the heart size normal?,905,False
What are the key findings in this chest X-ray report?,906,False
What abnormality is present according to the report?,906,False
Is there any cardiomegaly?,906,False
What are the key findings in this chest X-ray report?,907,False
What abnormality is present according to the report?,907,False
What are the key findings in this chest X-ray report?,908,False
What abnormality is present according to the report?,908,False
What are the key findings in this chest X-ray report?,909,False
What abnormality is present according to the report?,909,False
Is the heart size normal?,909,False
What are the key findings in this chest X-ray report?,910,False
What abnormality is present according to the report?,910,False
Is there any cardiomegaly?,910,False
What are the key findings in this chest X-ray report?,911,False
What abnormality is present according to the report?,911,False
Is the heart size normal?,911,False
What are the key findings in this chest X-ray report?,912,False
What abnormality is present according to the report?,912,False
Is the heart size normal?,912,False
What are the key findings in this chest X-ray report?,913,False
What abnormality is present according to the report?,913,False
Is the heart size normal?,913,False
What are the key findings in this chest X-ray report?,914,False
What abnormality is present according to the report?,914,False
What are the key findings in this chest X-ray report?,915,False
What abnormality is present according to the report?,915,False
What are the key findings in this chest X-ray report?,916,False
What abnormality is present according to the report?,916,False
What are the key findings in this chest X-ray report?,917,False
What abnormality is present according to the report?,917,False
What are the key findings in this chest X-ray report?,918,False
What abnormality is present according to the report?,918,False
Is the heart size normal?,918,False
What are the key findings in this chest X-ray report?,919,False
What abnormality is present according to the report?,919,False
What are the key findings in this chest X-ray report?,920,False
What abnormality is present according to the report?,920,False
Is the heart size normal?,920,False
What are the key findings in this chest X-ray report?,921,False
What abnormality is present according to the report?,921,False
Is the heart size normal?,921,False
What are the key findings in this chest X-ray report?,922,False
What abnormality is present according to the report?,922,False
Is there any cardiomegaly?,922,False
What are the key findings in this chest X-ray report?,923,False
What abnormality is present according to the report?,923,False
What are the key findings in this chest X-ray report?,925,False
What abnormality is present according to the report?,925,False
Is there any cardiomegaly?,925,False
Is there any edema?,925,False
What are the key findings in this chest X-ray report?,926,False
What abnormality is present according to the report?,926,False
Is the heart size normal?,926,False
What are the key findings in this chest X-ray report?,927,False
What abnormality is present according to the report?,927,False
What are the key findings in this chest X-ray report?,928,False
What abnormality is present according to the report?,928,False
Is the heart size normal?,928,False
What are the key findings in this chest X-ray report?,929,False
What abnormality is present according to the report?,929,False
Is there any opacity?,929,False
Is there any atelectasis?,929,False
What are the key findings in this chest X-ray report?,930,False
What abnormality is present according to the report?,930,False
What are the key findings in this chest X-ray report?,931,False
What abnormality is present according to the report?,931,False
Is the heart size normal?,931,False
What are the key findings in this chest X-ray report?,932,False
What abnormality is present according to the report?,932,False
Is the heart size normal?,932,False
What are the key findings in this chest X-ray report?,933,False
What abnormality is present according to the report?,933,False
What are the key findings in this chest X-ray report?,934,False
What abnormality is present according to the report?,934,False
Is there any opacity?,934,False
Is there any edema?,934,False
What are the key findings in this chest X-ray report?,935,False
What abnormality is present according to the report?,935,False
Is the heart size normal?,935,False
What are the key findings in this chest X-ray report?,936,False
What abnormality is present according to the report?,936,False
Is the heart size normal?,936,False
What are the key findings in this chest X-ray report?,937,False
What abnormality is present according to the report?,937,False
Is the heart size normal?,937,False
What are the key findings in this chest X-ray report?,938,False
What abnormality is present according to the report?,938,False
What are the key findings in this chest X-ray report?,939,False
What abnormality is present according to the report?,939,False
Is the heart size normal?,939,False
What are the key findings in this chest X-ray report?,940,False
What abnormality is present according to the report?,940,False
Is the heart size normal?,940,False
What are the key findings in this chest X-ray report?,941,False
What abnormality is present according to the report?,941,False
Is the heart size normal?,941,False
What are the key findings in this chest X-ray report?,942,False
What abnormality is present according to the report?,942,False
What are the key findings in this chest X-ray report?,943,False
What abnormality is present according to the report?,943,False
Is the heart size normal?,943,False
What are the key findings in this chest X-ray report?,944,False
What abnormality is present according to the report?,944,False
What are the key findings in this chest X-ray report?,945,False
What abnormality is present according to the report?,945,False
Is there any opacity?,945,False
Is there any atelectasis?,945,False
What are the key findings in this chest X-ray report?,946,False
What abnormality is present according to the report?,946,False
Is the heart size normal?,946,False
What are the key findings in this chest X-ray report?,947,False
What abnormality is present according to the report?,947,False
Is the heart size normal?,947,False
What are the key findings in this chest X-ray report?,948,False
What abnormality is present according to the report?,948,False
Is there any cardiomegaly?,948,False
What are the key findings in this chest X-ray report?,949,False
What abnormality is present according to the report?,949,False
What are the key findings in this chest X-ray report?,950,False
What abnormality is present according to the report?,950,False
Is the heart size normal?,950,False
What are the key findings in this chest X-ray report?,951,False
What abnormality is present according to the report?,951,False
Is the heart size normal?,951,False
What are the key findings in this chest X-ray report?,952,False
What abnormality is present according to the report?,952,False
Is there any opacity?,952,False
Is there any atelectasis?,952,False
What are the key findings in this chest X-ray report?,953,False
What abnormality is present according to the report?,953,False
Is there any cardiomegaly?,953,False
What are the key findings in this chest X-ray report?,954,False
What abnormality is present according to the report?,954,False
What are the key findings in this chest X-ray report?,955,False
What abnormality is present according to the report?,955,False
What are the key findings in this chest X-ray report?,956,False
What abnormality is present according to the report?,956,False
Is there any cardiomegaly?,956,False
What are the key findings in this chest X-ray report?,957,False
What abnormality is present according to the report?,957,False
What are the key findings in this chest X-ray report?,958,False
What abnormality is present according to the report?,958,False
Is the heart size normal?,958,False
What are the key findings in this chest X-ray report?,959,False
What abnormality is present according to the report?,959,False
What are the key findings in this chest X-ray report?,960,False
What abnormality is present according to the report?,960,False
What are the key findings in this chest X-ray report?,961,False
What abnormality is present according to the report?,961,False
Is there any opacity?,961,False
What are the key findings in this chest X-ray report?,962,False
What abnormality is present according to the report?,962,False
Is the heart size normal?,962,False
What are the key findings in this chest X-ray report?,963,False
What abnormality is present according to the report?,963,False
What are the key findings in this chest X-ray report?,964,False
What abnormality is present according to the report?,964,False
Is the heart size normal?,964,False
What are the key findings in this chest X-ray report?,965,False
What abnormality is present according to the report?,965,False
Is the heart size normal?,965,False
What are the key findings in this chest X-ray report?,966,False
What abnormality is present according to the report?,966,False
Is there any atelectasis?,966,False
What are the key findings in this chest X-ray report?,967,False
What abnormality is present according to the report?,967,False
Is the heart size normal?,967,False
What are the key findings in this chest X-ray report?,968,False
What abnormality is present according to the report?,968,False
Is the heart size normal?,968,False
What are the key findings in this chest X-ray report?,969,False
What abnormality is present according to the report?,969,False
What are the key findings in this chest X-ray report?,970,False
What abnormality is present according to the report?,970,False
Is the heart size normal?,970,False
What are the key findings in this chest X-ray report?,971,False
What abnormality is present according to the report?,971,False
Is the heart size normal?,971,False
What are the key findings in this chest X-ray report?,972,False
What abnormality is present according to the report?,972,False
Is there any opacity?,972,False
Is there any atelectasis?,972,False
What are the key findings in this chest X-ray report?,973,False
What abnormality is present according to the report?,973,False
What are the key findings in this chest X-ray report?,974,False
What abnormality is present according to the report?,974,False
What are the key findings in this chest X-ray report?,975,False
What abnormality is present according to the report?,975,False
What are the key findings in this chest X-ray report?,976,False
What abnormality is present according to the report?,976,False
What are the key findings in this chest X-ray report?,977,False
What abnormality is present according to the report?,977,False
Is the heart size normal?,977,False
What are the key findings in this chest X-ray report?,978,False
What abnormality is present according to the report?,978,False
Is there any cardiomegaly?,978,False
Is there any effusion?,978,False
What are the key findings in this chest X-ray report?,979,False
What abnormality is present according to the report?,979,False
What are the key findings in this chest X-ray report?,980,False
What abnormality is present according to the report?,980,False
Is the heart size normal?,980,False
What are the key findings in this chest X-ray report?,981,False
What abnormality is present according to the report?,981,False
Is there any cardiomegaly?,981,False
What are the key findings in this chest X-ray report?,982,False
What abnormality is present according to the report?,982,False
Is the heart size normal?,982,False
What are the key findings in this chest X-ray report?,983,False
What abnormality is present according to the report?,983,False
Is there any opacity?,983,False
What are the key findings in this chest X-ray report?,984,False
What abnormality is present according to the report?,984,False
Is there any opacity?,984,False
Is there any atelectasis?,984,False
What are the key findings in this chest X-ray report?,985,False
What abnormality is present according to the report?,985,False
Is the heart size normal?,985,False
What are the key findings in this chest X-ray report?,986,False
What abnormality is present according to the report?,986,False
Is the heart size normal?,986,False
What are the key findings in this chest X-ray report?,987,False
What abnormality is present according to the report?,987,False
What are the key findings in this chest X-ray report?,988,False
What abnormality is present according to the report?,988,False
Is the heart size normal?,988,False
What are the key findings in this chest X-ray report?,989,False
What abnormality is present according to the report?,989,False
What are the key findings in this chest X-ray report?,990,False
What abnormality is present according to the report?,990,False
Is the heart size normal?,990,False
What are the key findings in this chest X-ray report?,991,False
What abnormality is present according to the report?,991,False
Is there any opacity?,991,False
What are the key findings in this chest X-ray report?,992,False
What abnormality is present according to the report?,992,False
What are the key findings in this chest X-ray report?,993,False
What abnormality is present according to the report?,993,False
Is the heart size normal?,993,False
What are the key findings in this chest X-ray report?,994,False
What abnormality is present according to the report?,994,False
Is the heart size normal?,994,False
What are the key findings in this chest X-ray report?,995,False
What abnormality is present according to the report?,995,False
What are the key findings in this chest X-ray report?,996,False
What abnormality is present according to the report?,996,False
Is the heart size normal?,996,False
What are the key findings in this chest X-ray report?,997,False
What abnormality is present according to the report?,997,False
What are the key findings in this chest X-ray report?,998,False
What abnormality is present according to the report?,998,False
What are the key findings in this chest X-ray report?,999,False
What abnormality is present according to the report?,999,False
Is the heart size normal?,999,False
What are the key findings in this chest X-ray report?,1000,False
What abnormality is present according to the report?,1000,False
Is there any opacity?,1000,False
Is there any atelectasis?,1000,False
What are the key findings in this chest X-ray report?,1001,False
What abnormality is present according to the report?,1001,False
What are the key findings in this chest X-ray report?,1002,False
What abnormality is present according to the report?,1002,False
What are the key findings in this chest X-ray report?,1003,False
What abnormality is present according to the report?,1003,False
Is there any opacity?,1003,False
What are the key findings in this chest X-ray report?,1004,False
What abnormality is present according to the report?,1004,False
What are the key findings in this chest X-ray report?,1005,False
What abnormality is present according to the report?,1005,False
Is the heart size normal?,1005,False
What are the key findings in this chest X-ray report?,1006,False
What abnormality is present according to the report?,1006,False
Is the heart size normal?,1006,False
What are the key findings in this chest X-ray report?,1007,False
What abnormality is present according to the report?,1007,False
What are the key findings in this chest X-ray report?,1008,False
What abnormality is present according to the report?,1008,False
Is the heart size normal?,1008,False
What are the key findings in this chest X-ray report?,1009,False
What abnormality is present according to the report?,1009,False
Is the heart size normal?,1009,False
What are the key findings in this chest X-ray report?,1010,False
What abnormality is present according to the report?,1010,False
Is the heart size normal?,1010,False
What are the key findings in this chest X-ray report?,1011,False
What abnormality is present according to the report?,1011,False
Is the heart size normal?,1011,False
What are the key findings in this chest X-ray report?,1012,False
What abnormality is present according to the report?,1012,False
Is there any effusion?,1012,False
What are the key findings in this chest X-ray report?,1013,False
What abnormality is present according to the report?,1013,False
Is there any cardiomegaly?,1013,False
What are the key findings in this chest X-ray report?,1014,False
What abnormality is present according to the report?,1014,False
Is there any cardiomegaly?,1014,False
What are the key findings in this chest X-ray report?,1015,False
What abnormality is present according to the report?,1015,False
Is there any opacity?,1015,False
What are the key findings in this chest X-ray report?,1016,False
What abnormality is present according to the report?,1016,False
Is there any effusion?,1016,False
Is there any opacity?,1016,False
Is there any atelectasis?,1016,False
What are the key findings in this chest X-ray report?,1017,False
What abnormality is present according to the report?,1017,False
Is there any atelectasis?,1017,False
What are the key findings in this chest X-ray report?,1018,False
What abnormality is present according to the report?,1018,False
What are the key findings in this chest X-ray report?,1019,False
What abnormality is present according to the report?,1019,False
What are the key findings in this chest X-ray report?,1020,False
What abnormality is present according to the report?,1020,False
What are the key findings in this chest X-ray report?,1021,False
What abnormality is present according to the report?,1021,False
Is there any pneumothorax?,1021,False
Is there any atelectasis?,1021,False
What are the key findings in this chest X-ray report?,1022,False
What abnormality is present according to the report?,1022,False
What are the key findings in this chest X-ray report?,1023,False
What abnormality is present according to the report?,1023,False
What are the key findings in this chest X-ray report?,1024,False
What abnormality is present according to the report?,1024,False
Is the heart size normal?,1024,False
What are the key findings in this chest X-ray report?,1025,False
What abnormality is present according to the report?,1025,False
What are the key findings in this chest X-ray report?,1026,False
What abnormality is present according to the report?,1026,False
Is the heart size normal?,1026,False
What are the key findings in this chest X-ray report?,1027,False
What abnormality is present according to the report?,1027,False
What are the key findings in this chest X-ray report?,1028,False
What abnormality is present according to the report?,1028,False
Is the heart size normal?,1028,False
What are the key findings in this chest X-ray report?,1029,False
What abnormality is present according to the report?,1029,False
What are the key findings in this chest X-ray report?,1030,False
What abnormality is present according to the report?,1030,False
What are the key findings in this chest X-ray report?,1031,False
What abnormality is present according to the report?,1031,False
Is there any cardiomegaly?,1031,False
What are the key findings in this chest X-ray report?,1032,False
What abnormality is present according to the report?,1032,False
What are the key findings in this chest X-ray report?,1033,False
What abnormality is present according to the report?,1033,False
Is there any atelectasis?,1033,False
What are the key findings in this chest X-ray report?,1034,False
What abnormality is present according to the report?,1034,False
What are the key findings in this chest X-ray report?,1035,False
What abnormality is present according to the report?,1035,False
Is there any opacity?,1035,False
What are the key findings in this chest X-ray report?,1036,False
What abnormality is present according to the report?,1036,False
What are the key findings in this chest X-ray report?,1037,False
What abnormality is present according to the report?,1037,False
What are the key findings in this chest X-ray report?,1038,False
What abnormality is present according to the report?,1038,False
Is the heart size normal?,1038,False
What are the key findings in this chest X-ray report?,1039,False
What abnormality is present according to the report?,1039,False
Is the heart size normal?,1039,False
What are the key findings in this chest X-ray report?,1040,False
What abnormality is present according to the report?,1040,False
What are the key findings in this chest X-ray report?,1041,False
What abnormality is present according to the report?,1041,False
What are the key findings in this chest X-ray report?,1042,False
What abnormality is present according to the report?,1042,False
Is the heart size normal?,1042,False
What are the key findings in this chest X-ray report?,1043,False
What abnormality is present according to the report?,1043,False
Is there any effusion?,1043,False
Is there any atelectasis?,1043,False
What are the key findings in this chest X-ray report?,1044,False
What abnormality is present according to the report?,1044,False
What are the key findings in this chest X-ray report?,1045,False
What abnormality is present according to the report?,1045,False
What are the key findings in this chest X-ray report?,1046,False
What abnormality is present according to the report?,1046,False
Is the heart size normal?,1046,False
What are the key findings in this chest X-ray report?,1047,False
What abnormality is present according to the report?,1047,False
Is the heart size normal?,1047,False
What are the key findings in this chest X-ray report?,1048,False
What abnormality is present according to the report?,1048,False
What are the key findings in this chest X-ray report?,1049,False
What abnormality is present according to the report?,1049,False
Is the heart size normal?,1049,False
What are the key findings in this chest X-ray report?,1050,False
What abnormality is present according to the report?,1050,False
What are the key findings in this chest X-ray report?,1051,False
What abnormality is present according to the report?,1051,False
Is the heart size normal?,1051,False
What are the key findings in this chest X-ray report?,1052,False
What abnormality is present according to the report?,1052,False
Is the heart size normal?,1052,False
What are the key findings in this chest X-ray report?,1053,False
What abnormality is present according to the report?,1053,False
Is there any cardiomegaly?,1053,False
Is there any atelectasis?,1053,False
What are the key findings in this chest X-ray report?,1054,False
What abnormality is present according to the report?,1054,False
What are the key findings in this chest X-ray report?,1055,False
What abnormality is present according to the report?,1055,False
Is the heart size normal?,1055,False
What are the key findings in this chest X-ray report?,1056,False
What abnormality is present according to the report?,1056,False
What are the key findings in this chest X-ray report?,1057,False
What abnormality is present according to the report?,1057,False
Is the heart size normal?,1057,False
What are the key findings in this chest X-ray report?,1058,False
What abnormality is present according to the report?,1058,False
What are the key findings in this chest X-ray report?,1059,False
What abnormality is present according to the report?,1059,False
Is there any opacity?,1059,False
What are the key findings in this chest X-ray report?,1060,False
What abnormality is present according to the report?,1060,False
What are the key findings in this chest X-ray report?,1061,False
What abnormality is present according to the report?,1061,False
What are the key findings in this chest X-ray report?,1062,False
What abnormality is present according to the report?,1062,False
What are the key findings in this chest X-ray report?,1063,False
What abnormality is present according to the report?,1063,False
Is there any opacity?,1063,False
Is there any atelectasis?,1063,False
What are the key findings in this chest X-ray report?,1064,False
What abnormality is present according to the report?,1064,False
Is there any opacity?,1064,False
Is there any atelectasis?,1064,False
What are the key findings in this chest X-ray report?,1065,False
What abnormality is present according to the report?,1065,False
What are the key findings in this chest X-ray report?,1066,False
What abnormality is present according to the report?,1066,False
Is the heart size normal?,1066,False
What are the key findings in this chest X-ray report?,1067,False
What abnormality is present according to the report?,1067,False
Is the heart size normal?,1067,False
What are the key findings in this chest X-ray report?,1069,False
What abnormality is present according to the report?,1069,False
What are the key findings in this chest X-ray report?,1070,False
What abnormality is present according to the report?,1070,False
What are the key findings in this chest X-ray report?,1071,False
What abnormality is present according to the report?,1071,False
What are the key findings in this chest X-ray report?,1072,False
What abnormality is present according to the report?,1072,False
What are the key findings in this chest X-ray report?,1073,False
What abnormality is present according to the report?,1073,False
What are the key findings in this chest X-ray report?,1074,False
What abnormality is present according to the report?,1074,False
What are the key findings in this chest X-ray report?,1075,False
What abnormality is present according to the report?,1075,False
Is there any opacity?,1075,False
Is there any atelectasis?,1075,False
What are the key findings in this chest X-ray report?,1076,False
What abnormality is present according to the report?,1076,False
Is there any cardiomegaly?,1076,False
Is there any opacity?,1076,False
What are the key findings in this chest X-ray report?,1077,False
What abnormality is present according to the report?,1077,False
What are the key findings in this chest X-ray report?,1078,False
What abnormality is present according to the report?,1078,False
Is the heart size normal?,1078,False
What are the key findings in this chest X-ray report?,1079,False
What abnormality is present according to the report?,1079,False
Is there any atelectasis?,1079,False
What are the key findings in this chest X-ray report?,1081,False
What abnormality is present according to the report?,1081,False
What are the key findings in this chest X-ray report?,1082,False
What abnormality is present according to the report?,1082,False
Is there any cardiomegaly?,1082,False
What are the key findings in this chest X-ray report?,1083,False
What abnormality is present according to the report?,1083,False
Is the heart size normal?,1083,False
What are the key findings in this chest X-ray report?,1084,False
What abnormality is present according to the report?,1084,False
Is the heart size normal?,1084,False
What are the key findings in this chest X-ray report?,1085,False
What abnormality is present according to the report?,1085,False
Is there any opacity?,1085,False
Is there any atelectasis?,1085,False
What are the key findings in this chest X-ray report?,1086,False
What abnormality is present according to the report?,1086,False
What are the key findings in this chest X-ray report?,1087,False
What abnormality is present according to the report?,1087,False
What are the key findings in this chest X-ray report?,1088,False
What abnormality is present according to the report?,1088,False
Is there any opacity?,1088,False
Is there any atelectasis?,1088,False
What are the key findings in this chest X-ray report?,1089,False
What abnormality is present according to the report?,1089,False
What are the key findings in this chest X-ray report?,1090,False
What abnormality is present according to the report?,1090,False
Is the heart size normal?,1090,False
What are the key findings in this chest X-ray report?,1091,False
What abnormality is present according to the report?,1091,False
Is the heart size normal?,1091,False
What are the key findings in this chest X-ray report?,1092,False
What abnormality is present according to the report?,1092,False
What are the key findings in this chest X-ray report?,1093,False
What abnormality is present according to the report?,1093,False
Is the heart size normal?,1093,False
What are the key findings in this chest X-ray report?,1094,False
What abnormality is present according to the report?,1094,False
Is there any atelectasis?,1094,False
What are the key findings in this chest X-ray report?,1095,False
What abnormality is present according to the report?,1095,False
What are the key findings in this chest X-ray report?,1096,False
What abnormality is present according to the report?,1096,False
Is the heart size normal?,1096,False
What are the key findings in this chest X-ray report?,1097,False
What abnormality is present according to the report?,1097,False
What are the key findings in this chest X-ray report?,1098,False
What abnormality is present according to the report?,1098,False
What are the key findings in this chest X-ray report?,1099,False
What abnormality is present according to the report?,1099,False
Is the heart size normal?,1099,False
What are the key findings in this chest X-ray report?,1100,False
What abnormality is present according to the report?,1100,False
Is there any cardiomegaly?,1100,False
Is there any effusion?,1100,False
Is there any edema?,1100,False
What are the key findings in this chest X-ray report?,1101,False
What abnormality is present according to the report?,1101,False
What are the key findings in this chest X-ray report?,1102,False
What abnormality is present according to the report?,1102,False
Is there any cardiomegaly?,1102,False
Is there any effusion?,1102,False
Is there any edema?,1102,False
What are the key findings in this chest X-ray report?,1103,False
What abnormality is present according to the report?,1103,False
What are the key findings in this chest X-ray report?,1104,False
What abnormality is present according to the report?,1104,False
What are the key findings in this chest X-ray report?,1105,False
What abnormality is present according to the report?,1105,False
Is there any cardiomegaly?,1105,False
Is there any atelectasis?,1105,False
What are the key findings in this chest X-ray report?,1106,False
What abnormality is present according to the report?,1106,False
What are the key findings in this chest X-ray report?,1107,False
What abnormality is present according to the report?,1107,False
Is there any opacity?,1107,False
What are the key findings in this chest X-ray report?,1108,False
What abnormality is present according to the report?,1108,False
What are the key findings in this chest X-ray report?,1109,False
What abnormality is present according to the report?,1109,False
Is the heart size normal?,1109,False
What are the key findings in this chest X-ray report?,1110,False
What abnormality is present according to the report?,1110,False
What are the key findings in this chest X-ray report?,1111,False
What abnormality is present according to the report?,1111,False
Is there any cardiomegaly?,1111,False
What are the key findings in this chest X-ray report?,1112,False
What abnormality is present according to the report?,1112,False
Is there any cardiomegaly?,1112,False
What are the key findings in this chest X-ray report?,1113,False
What abnormality is present according to the report?,1113,False
What are the key findings in this chest X-ray report?,1114,False
What abnormality is present according to the report?,1114,False
Is the heart size normal?,1114,False
What are the key findings in this chest X-ray report?,1115,False
What abnormality is present according to the report?,1115,False
Is the heart size normal?,1115,False
What are the key findings in this chest X-ray report?,1116,False
What abnormality is present according to the report?,1116,False
What are the key findings in this chest X-ray report?,1117,False
What abnormality is present according to the report?,1117,False
Is there any opacity?,1117,False
What are the key findings in this chest X-ray report?,1118,False
What abnormality is present according to the report?,1118,False
Is the heart size normal?,1118,False
What are the key findings in this chest X-ray report?,1119,False
What abnormality is present according to the report?,1119,False
What are the key findings in this chest X-ray report?,1120,False
What abnormality is present according to the report?,1120,False
What are the key findings in this chest X-ray report?,1121,False
What abnormality is present according to the report?,1121,False
What are the key findings in this chest X-ray report?,1122,False
What abnormality is present according to the report?,1122,False
Is the heart size normal?,1122,False
What are the key findings in this chest X-ray report?,1123,False
What abnormality is present according to the report?,1123,False
Is there any opacity?,1123,False
What are the key findings in this chest X-ray report?,1124,False
What abnormality is present according to the report?,1124,False
What are the key findings in this chest X-ray report?,1125,False
What abnormality is present according to the report?,1125,False
Is there any cardiomegaly?,1125,False
Is there any opacity?,1125,False
What are the key findings in this chest X-ray report?,1126,False
What abnormality is present according to the report?,1126,False
Is there any atelectasis?,1126,False
What are the key findings in this chest X-ray report?,1128,False
What abnormality is present according to the report?,1128,False
Is there any effusion?,1128,False
What are the key findings in this chest X-ray report?,1129,False
What abnormality is present according to the report?,1129,False
Is there any cardiomegaly?,1129,False
Is there any opacity?,1129,False
What are the key findings in this chest X-ray report?,1130,False
What abnormality is present according to the report?,1130,False
Is there any opacity?,1130,False
What are the key findings in this chest X-ray report?,1131,False
What abnormality is present according to the report?,1131,False
What are the key findings in this chest X-ray report?,1133,False
What abnormality is present according to the report?,1133,False
What are the key findings in this chest X-ray report?,1134,False
What abnormality is present according to the report?,1134,False
What are the key findings in this chest X-ray report?,1135,False
What abnormality is present according to the report?,1135,False
What are the key findings in this chest X-ray report?,1136,False
What abnormality is present according to the report?,1136,False
Is the heart size normal?,1136,False
What are the key findings in this chest X-ray report?,1138,False
What abnormality is present according to the report?,1138,False
Is the heart size normal?,1138,False
What are the key findings in this chest X-ray report?,1139,False
What abnormality is present according to the report?,1139,False
Is there any cardiomegaly?,1139,False
Is there any opacity?,1139,False
Is there any edema?,1139,False
What are the key findings in this chest X-ray report?,1140,False
What abnormality is present according to the report?,1140,False
What are the key findings in this chest X-ray report?,1141,False
What abnormality is present according to the report?,1141,False
Is the heart size normal?,1141,False
What are the key findings in this chest X-ray report?,1143,False
What abnormality is present according to the report?,1143,False
What are the key findings in this chest X-ray report?,1144,False
What abnormality is present according to the report?,1144,False
Is the heart size normal?,1144,False
What are the key findings in this chest X-ray report?,1145,False
What abnormality is present according to the report?,1145,False
What are the key findings in this chest X-ray report?,1146,False
What abnormality is present according to the report?,1146,False
What are the key findings in this chest X-ray report?,1148,False
What abnormality is present according to the report?,1148,False
Is the heart size normal?,1148,False
What are the key findings in this chest X-ray report?,1149,False
What abnormality is present according to the report?,1149,False
What are the key findings in this chest X-ray report?,1150,False
